1.3843	Almost Famous	2000
13.7183	Alois Nebel	2011
0.8093	Along Came Polly	2004
0.7875	Along Came a Spider	2001
11.609	Alpha Dog	2006
3.6387	Alpha and Omega	2010
0.1933	Alvin and the Chipmunks	2007
0.3294	Alvin and the Chipmunks: Chipwrecked	2011
0.2396	Alvin and the Chipmunks: The Squeakquel	2009
4.9376	Always	1989
0.6175	Amadeus	1984
4.2135	Amazing Grace	2006
5.9809	Amelia	2009
8.9788	Amen.	2002
0.6888	America's Sweethearts	2001
0.2136	American Beauty	1999
12.1838	American Dreamz	2006
0.4362	American Gangster	2007
4.6013	American Graffiti	1973
6.726	American History X	1998
6.104	American Outlaws	2001
0.446	American Pie	1999
0.2625	American Pie 2	2001
2.9276	American Psycho	2000
1.4583	American Reunion	2012
13.9122	American Splendor	2003
0.4185	American Wedding	2003
1.5017	Amistad	1997
13.4574	Amores perros	2000
3.6136	An American Haunting	2005
14.2122	An American Tail	1986
7.3139	An American Werewolf in London	1981
2.7736	An American Werewolf in Paris	1997
4.4274	An Education	2009
3.9228	An Ideal Husband	1999
2.2099	An Inconvenient Truth	2006
0.3116	An Officer and a Gentleman	1982
9.9635	An Unfinished Life	2005
0.6496	Anaconda	1997
2.3584	Anacondas: The Hunt for the Blood Orchid	2004
2.9333	Analyze That	2002
0.5219	Analyze This	1999
0.6511	Anastasia	1997
1.9417	Anchorman: The Legend of Ron Burgundy	2004
7.9681	Ang Panday	2009
3.0917	Ang Panday 2	2011
14.1527	Ang babae sa septic tank	2011
5.6497	Ang tanging ina mo: Last na 'to!	2010
1.3316	Ang tanging ina n'yong lahat	2008
4.5817	Angel	1984
4.3437	Angel Eyes	2001
3.3178	Angela's Ashes	1999
0.4499	Angels & Demons	2009
10.3419	Angels in the Outfield	1994
0.7498	Anger Management	2003
2.9176	Animal House	1978
1.1075	Anna and the King	1999
4.3041	Annapolis	2006
6.727	Annie	1982
5.8354	Another 48 Hrs.	1990
10.7435	Antitrust	2001
2.663	Antwone Fisher	2002
0.5657	Antz	1998
1.0022	Any Given Sunday	1999
8.9938	Any Which Way You Can	1980
3.6795	Anywhere But Here	1999
8.3333	Apaföld	2009
6.5334	Apat dapat, dapat apat: Friends 4 lyf and death	2007
1.9906	Apocalypse Now	1979
1.4649	Apocalypto	2006
1.0267	Apollo 13	1995
4.8357	Apollo 18	2011
3.6911	Appaloosa	2008
13.3065	April Fool's Day	1986
10.8151	Apt Pupil	1998
3.5088	Apám beájulna	2003
4.7062	Aquamarine	2006
8.1259	Arachnophobia	1990
1.9456	Are We Done Yet?	2007
0.746	Are We There Yet?	2005
3.0713	Arlington Road	1999
0.1892	Armageddon	1998
8.1588	Armored	2009
4.7619	Arn: Riket vid vägens slut	2008
1.8631	Around the World in 80 Days	2004
14.0607	Around the World in Eighty Days	1956
0.531	Arthur	1981
4.5254	Arthur Christmas	2011
12.5078	Arthur et la guerre des deux mondes	2010
12.3166	Arthur et la vengeance de Maltazard	2009
2.7148	Arthur et les Minimoys	2006
0.7332	Artificial Intelligence: AI	2001
0.2062	As Good as It Gets	1997
7.4903	Assassins	1995
9.3951	Assault on Precinct 13	2005
4.0719	Astro Boy	2009
1.0384	Astérix & Obélix: Mission Cléopâtre	2002
1.4703	Astérix aux jeux olympiques	2008
3.3599	Astérix et Obélix contre César	1999
12.0007	Aswang	2011
3.0159	At First Sight	1999
0.3602	Atlantis: The Lost Empire	2001
0.8801	Atonement	2007
2.3371	August Rush	2007
0.2847	Austin Powers in Goldmember	2002
1.0034	Austin Powers: International Man of Mystery	1997
0.3197	Austin Powers: The Spy Who Shagged Me	1999
0.6148	Australia	2008
11.3533	Author! Author!	1982
1.2979	Autumn in New York	2000
0.0231	Avatar	2009
0.9672	Avgust. Vosmogo	2012
3.6292	Awake	2007
13.2738	Awakenings	1990
10.913	Away We Go	2009
11.1111	Az ember, aki nappal aludt	2003
3.1746	Az emigráns	2007
1.6275	Babe	1995
2.0531	Babe: Pig in the City	1998
1.4344	Babel	2006
3.3426	Baby Boy	2001
1.5346	Baby Geniuses	1999
1.4432	Baby Mama	2008
13.1007	Baby's Day Out	1994
9.3266	Baby: Secret of the Lost Legend	1985
1.0825	Babylon A.D.	2008
1.9629	Bachelor Party	1984
7.5072	Back to School	1986
0.1904	Back to the Future	1985
1.2136	Back to the Future Part II	1989
1.678	Back to the Future Part III	1990
8.4653	Backdraft	1991
0.7312	Bad Boys	1995
0.4765	Bad Boys II	2003
1.3904	Bad Company	2002
3.1208	Bad News Bears	2005
1.156	Bad Santa	2003
0.5205	Bad Teacher	2011
11.5636	Baghban	2003
4.7862	Bai she chuan shuo	2011
6.4572	Bait	2000
5.2058	Ballistic: Ecks vs. Sever	2002
3.66	Balls of Fury	2007
1.5053	Bambi	1942
1.6276	Bandits	2001
8.263	Bangkok Dangerous	2008
1.4603	Barbershop	2002
1.0466	Barbershop 2: Back in Business	2004
6.4445	Barney's Great Adventure	1998
9.1722	Barney's Version	2010
1.1552	Barnyard	2006
4.3804	Basic	2003
1.1198	Basic Instinct	1992
6.032	Basic Instinct 2	2006
0.1457	Batman	1989
0.5955	Batman & Robin	1997
0.1977	Batman Begins	2005
0.1946	Batman Forever	1995
0.2714	Batman Returns	1992
11.2946	Bats	1999
0.7226	Battle Los Angeles	2011
3.6748	Battlefield Earth: A Saga of the Year 3000	2000
0.6396	Battleship	2012
2.1725	Be Cool	2005
7.5416	Be Kind Rewind	2008
12.2038	Beaches	1988
0.3653	Bean	1997
3.4988	Beastly	2011
8.1793	Beat Street	1984
10.3254	Beaumarchais l'insolent	1996
4.6087	Beauty Shop	2005
0.4046	Beauty and the Beast	1991
1.3963	Beavis and Butt-Head Do America	1996
2.384	Because I Said So	2007
1.9192	Because of Winn-Dixie	2005
3.7027	Becoming Jane	2007
1.1087	Bedazzled	2000
0.6849	Bedtime Stories	2008
0.3781	Bee Movie	2007
5.2806	Beerfest	2006
2.7958	Beethoven	1992
9.0988	Beethoven's 2nd	1993
7.322	Beetle Juice	1988
11.6978	Before Sunset	2004
7.4359	Before the Devil Knows You're Dead	2007
14.2173	Beginners	2010
0.9529	Behind Enemy Lines	2001
1.8871	Being John Malkovich	1999
8.3765	Being Julia	2004
3.9837	Bella	2006
12.9489	Bella Martha	2001
9.3077	Belly	1998
2.9158	Beloved	1998
9.2655	Belphégor - Le fantôme du Louvre	2001
4.6972	Ben-Hur	1959
0.9922	Bend It Like Beckham	2002
0.353	Beowulf	2007
2.1844	Best Friends	1982
2.1976	Best in Show	2000
13.597	Better Off Dead...	1985
0.6826	Beverly Hills Chihuahua	2008
0.1536	Beverly Hills Cop	1984
1.3518	Beverly Hills Cop II	1987
7.2595	Beverly Hills Cop III	1994
1.6023	Beverly Hills Ninja	1997
1.4029	Bewitched	2005
12.7913	Beyond the Sea	2004
6.6667	Bibó körút	2009
0.6869	Bicentennial Man	1999
1.7221	Bienvenue chez les Ch'tis	2008
4.8721	Big	1988
0.3493	Big Daddy	1999
2.7674	Big Fat Liar	2002
1.1349	Big Fish	2003
5.6616	Big Miracle	2012
0.3619	Big Momma's House	2000
0.3768	Big Momma's House 2	2006
1.8842	Big Mommas: Like Father, Like Son	2011
5.431	Big Night	1996
8.7259	Big Trouble	2002
6.5879	Biker Boyz	2003
0.8562	Billy Elliot	2000
9.0262	Billy Jack	1971
12.0864	Biloxi Blues	1988
2.8279	Bird on a Wire	1990
9.2112	Birth	2004
14.0815	Bitka na Neretvi	1969
12.4077	Biutiful	2010
7.1429	Bjarnfreðarson	2009
8.06	Black Christmas	2006
9.1566	Black Dog	1998
0.7473	Black Hawk Down	2001
1.5572	Black Knight	2001
8.7506	Black Rain	1989
10.7615	Black Snake Moan	2006
0.5636	Black Swan	2010
0.756	Blade	1998
0.7712	Blade II	2002
3.1929	Blade Runner	1982
1.6087	Blade: Trinity	2004
0.676	Blades of Glory	2007
7.0796	Blame It on Rio	1984
2.732	Blast from the Past	1999
5.8858	Blazing Saddles	1974
2.4145	Bless the Child	2000
8.9222	Blindness	2008
4.1758	Blonde Ambition	2007
1.1187	Blood Diamond	2006
3.6299	Blood Work	2002
8.6922	BloodRayne	2005
1.7019	Blow	2001
2.6776	Blue Crush	2002
0.74	Blue Streak	1999
7.6716	Blue Valentine	2010
10.6123	Blue Velvet	1986
6.8042	Blues Brothers 2000	1998
11.5544	Boat Trip	2002
5.6772	Bobby	2006
4.4785	Body Heat	1981
1.4958	Body of Lies	2008
4.4976	Boiler Room	2000
0.542	Bolt	2008
6.5864	Bonnie and Clyde	1967
2.268	Boogeyman	2005
1.3957	Boogie Nights	1997
3.1973	Book of Shadows: Blair Witch 2	2000
2.9744	Boomerang	1992
5.6983	Booty Call	1997
0.3078	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	2006
7.1726	Born on the Fourth of July	1989
1.234	Born to Be Wild	2011
3.3108	Bounce	2000
0.9817	Bowfinger	1999
1.7184	Bowling for Columbine	2002
6.0049	Boys Don't Cry	1999
5.9892	Boys and Girls	2000
10.8187	Boyz n the Hood	1991
7.8458	Bratz	2007
1.7951	Brave	2012
1.9093	Braveheart	1995
5.4119	Breach	2007
2.4633	Breakin'	1984
10.3959	Breakin' 2: Electric Boogaloo	1984
8.0279	Breathless	1983
11.9123	Brewster's Millions	1985
9.1163	Bride & Prejudice	2004
0.763	Bride Wars	2009
2.1163	Bride of Chucky	1998
0.2864	Bridesmaids	2011
0.7037	Bridge to Terabithia	2007
0.4291	Bridget Jones's Diary	2001
1.1794	Bridget Jones: The Edge of Reason	2004
12.4808	Bright Star	2009
0.7461	Bring It On	2000
0.3901	Bringing Down the House	2003
5.4944	Bringing Out the Dead	1999
10.1723	Broadcast News	1987
7.2944	Broadway Danny Rose	1984
0.8092	Brokeback Mountain	2005
9.8857	Brokedown Palace	1999
4.1128	Broken Arrow	1996
3.4089	Broken Flowers	2005
3.2722	Brooklyn's Finest	2009
0.4154	Brother Bear	2003
2.4407	Brown Sugar	2002
0.1035	Bruce Almighty	2003
2.2661	Brüno	2009
3.9062	Budakeszi srácok	2006
9.9886	Bugsy	1991
12.5331	Bull Durham	1988
6.2731	Bulletproof	1996
4.7862	Bulletproof Monk	2003
4.6026	Bulong	2011
2.7506	Bulworth	1998
0.7301	Burn After Reading	2008
6.6088	Butch Cassidy and the Sundance Kid	1969
7.2993	Bíódagar	1994
13.3049	Cabaret	1972
3.255	Cabin Fever	2002
1.2952	Calendar Girls	2003
3.6022	Can't Hardly Wait	1998
5.7576	Cannonball Run II	1984
2.1581	Cape Fear	1991
9.0917	Capitalism: A Love Story	2009
1.9389	Capote	2005
0.0515	Captain America: The First Avenger	2011
13.2626	Captain Barbell	2003
1.9883	Captain Corelli's Mandolin	2001
1.7241	Caregiver	2008
9.5269	Carlito's Way	1993
0.1706	Cars	2006
0.2252	Cars 2	2011
9.3485	Casanova	2005
9.3994	Case 39	2009
3.8864	Casino	1995
7.3803	Casino Royale	1967
0.2078	Casino Royale	2006
1.3729	Casper	1995
0.1481	Cast Away	2000
0.2616	Catch Me If You Can	2002
2.0433	Catch Me... I'm in Love	2011
4.2942	Catch That Kid	2004
0.4763	Cats & Dogs	2001
1.8011	Cats & Dogs: The Revenge of Kitty Galore	2010
1.2686	Catwoman	2004
13.1194	Cedar Rapids	2011
1.9807	Cellular	2004
4.7424	Center Stage	2000
3.4816	Chain Reaction	1996
1.6961	Changeling	2008
0.9123	Changing Lanes	2002
0.9683	Chariots of Fire	1981
4.2754	Charlie St. Cloud	2010
1.1956	Charlie Wilson's War	2007
0.1719	Charlie and the Chocolate Factory	2005
0.3607	Charlie's Angels	2000
0.549	Charlie's Angels: Full Throttle	2003
0.964	Charlotte's Web	2006
4.8696	Chasing Amy	1997
8.9312	Chasing Liberty	2004
0.3008	Cheaper by the Dozen	2003
0.6743	Cheaper by the Dozen 2	2005
8.8943	Chernobyl Diaries	2012
0.2939	Chi bi	2008
12.5	Chi bi xia: Jue zhan tian xia	2009
0.1588	Chicago	2002
0.2994	Chicken Little	2005
0.4146	Chicken Run	2000
1.7632	Child's Play	1988
11.7279	Child's Play 2	1990
9.2752	Child's Play 3	1991
2.1435	Children of Men	2006
7.1198	Children of the Corn	1984
8.5702	Chill Factor	1999
3.3237	Chimpanzee	2012
2.8132	China: The Panda Adventure	2001
0.558	Chocolat	2000
7.2916	Christmas Vacation	1989
10.5699	Christmas in Love	2004
1.4696	Christmas with the Kranks	2004
2.5917	Cidade de Deus	2002
9.4226	Cinderella	1950
0.5768	Cinderella Man	2005
12.0737	Cirque du Freak: The Vampire's Assistant	2009
0.8026	Cirque du Soleil: Journey of Man	2000
13.6426	City Hall	1996
11.4577	City Heat	1984
9.1691	City Island	2009
5.3093	City Slickers	1991
3.5819	City by the Sea	2002
0.5089	City of Angels	1998
5.3263	City of Ember	2008
0.139	Clash of the Titans	2010
1.8555	Clear and Present Danger	1994
5.5556	Cleopatra	1963
4.4703	Clerks II	2006
0.5304	Click	2006
1.5319	Cliffhanger	1993
1.5912	Clockstoppers	2002
1.1686	Close Encounters of the Third Kind	1977
10.0	Cloud Atlas	2012
0.6174	Cloudy with a Chance of Meatballs	2009
0.5332	Cloverfield	2008
2.6686	Clueless	1995
0.9858	Coach Carter	2005
9.4716	Coal Miner's Daughter	1980
4.2187	Cobra	1986
7.3894	Cocktail	1988
9.144	Coco avant Chanel	2009
8.3124	Cocoon	1985
4.3723	Cold Creek Manor	2003
0.3681	Cold Mountain	2003
0.8577	Collateral	2004
1.3464	Collateral Damage	2002
1.1639	College Road Trip	2008
2.5955	Colombiana	2011
2.7776	Color of Night	1994
13.9049	Colors	1988
10.3935	Comedian Harmonists	1997
1.4113	Coming to America	1988
2.7503	Commando	1985
0.4918	Con Air	1997
4.6355	Conan the Barbarian	2011
2.2969	Conan the Barbarian	1982
5.9141	Conan the Destroyer	1984
5.1334	Confessions of a Dangerous Mind	2002
1.0165	Confessions of a Shopaholic	2009
2.4036	Confessions of a Teenage Drama Queen	2004
5.5102	Confidence	2003
1.3132	Congo	1995
0.7508	Conspiracy Theory	1997
0.6197	Constantine	2005
0.5099	Contact	1997
1.0167	Contagion	2011
1.8262	Contraband	2012
4.1207	Cookie's Fortune	1999
6.7317	Cool Runnings	1993
1.7405	Cop Land	1997
1.9039	Cop Out	2010
0.7199	Coraline	2009
6.1872	Corazon: Ang unang aswang	2012
2.4434	Corky Romano	2001
1.4122	Corpse Bride	2005
8.9046	Country Strong	2010
0.6531	Couples Retreat	2009
0.9973	Courage Under Fire	1996
2.2328	Courageous	2011
0.4737	Cowboys & Aliens	2011
0.6532	Coyote Ugly	2000
2.2551	Cradle 2 the Grave	2003
13.4635	Cradle Will Rock	1999
5.5035	Crank	2006
6.4402	Crank: High Voltage	2009
1.741	Crazy Heart	2009
0.6025	Crazy, Stupid, Love.	2011
6.839	Crazy/Beautiful	2001
8.7921	Crimes of the Heart	1986
2.3583	Crimson Tide	1995
1.3697	Crocodile Dundee	1986
3.1513	Crocodile Dundee in Los Angeles	2001
11.6468	Croupier	1998
1.0168	Cruel Intentions	1999
10.7789	Cry_Wolf	2005
5.5556	Csocsó, avagy éljen május elseje!	2001
2.6316	Csudafilm	2005
10.8372	Cube	1997
1.6624	Curious George	2006
3.9755	Cursed	2005
9.2578	Cutthroat Island	1995
1.2681	CyberWorld	2000
1.2697	D-War	2007
13.1392	D.C. Cab	1983
1.0625	D2: The Mighty Ducks	1994
3.023	D3: The Mighty Ducks	1996
12.1117	DOA: Dead or Alive	2006
3.3333	Da Xiao Jiang Hu	2010
1.3736	Dabangg 2	2012
8.353	Daddy Day Camp	2007
0.4311	Daddy Day Care	2003
6.9686	Daddy's Little Girls	2007
9.7087	Dai noi muk taam 009	2009
1.277	Dan in Real Life	2007
5.314	Dance Flick	2009
9.4422	Dance with Me	1998
5.8047	Dancer in the Dark	2000
0.948	Dances with Wolves	1990
2.2648	Dangerous Minds	1995
4.4059	Danny the Dog	2005
12.5	Dante's Inferno: Documentary	2010
0.5671	Dante's Peak	1997
10.0	Dante's Purgatorio	2010
0.428	Daredevil	2003
5.4397	Dark City	1998
2.1573	Dark Water	2005
8.4248	Darkman	1990
2.8947	Darkness	2002
2.6511	Darkness Falls	2003
6.2607	Das Boot	1981
1.4439	Das Leben der Anderen	2006
1.1317	Date Movie	2006
0.4833	Date Night	2010
10.1214	Dave	1993
1.1302	Dawn of the Dead	2004
5.7957	Daybreakers	2009
1.3396	Daylight	1996
2.2525	Days of Thunder	1990
5.9617	De-Lovely	2004
5.27	Dead Man on Campus	1998
8.4432	Dead Men Don't Wear Plaid	1982
1.6818	Dead Poets Society	1989
7.4711	Dead Silence	2007
2.5749	Death Becomes Her	1992
0.9986	Death Race	2008
11.1329	Death Sentence	2007
8.5239	Death Wish 3	1985
13.2217	Death Wish II	1982
7.052	Death at a Funeral	2007
1.9763	Death at a Funeral	2010
10.0488	Death to Smoochy	2002
12.8518	Deathstalker	1983
5.1288	Deathtrap	1982
2.7997	Deck the Halls	2006
8.3586	Deconstructing Harry	1997
0.6194	Deep Blue Sea	1999
0.3231	Deep Impact	1998
8.1322	Deep Rising	1998
0.2073	Deep Sea	2006
4.4175	Definitely, Maybe	2008
0.7837	Deja Vu	2006
9.9037	Deliver Us from Eva	2003
13.8569	Deliverance	1972
3.6366	Demolition Man	1993
11.7357	Den ofrivillige golfaren	1991
3.6664	Dennis the Menace	1993
10.3931	Der Baader Meinhof Komplex	2008
4.2875	Der Name der Rose	1986
2.6507	Der Schuh des Manitu	2001
9.6559	Der Untergang	2004
5.6508	Desperate Measures	1998
2.2652	Desperately Seeking Susan	1985
0.1062	Despicable Me	2010
11.6225	Desu nôto: The last name	2006
5.437	Deuce Bigalow: European Gigolo	2005
0.8675	Deuce Bigalow: Male Gigolo	1999
4.8881	Deux frères	2004
3.6708	Devil	2010
0.5317	Di Renjie zhi tongtian diguo	2010
3.1339	Diamonds Are Forever	1971
3.6123	Diarios de motocicleta	2004
2.1793	Diary of a Mad Black Woman	2005
0.6865	Diary of a Wimpy Kid	2010
1.5506	Diary of a Wimpy Kid: Rodrick Rules	2011
2.2384	Dick Tracy	1990
3.9233	Dickie Roberts: Former Child Star	2003
4.6839	Did You Hear About the Morgans?	2009
0.1668	Die Another Day	2002
9.1279	Die Fälscher	2007
0.413	Die Hard	1988
0.2914	Die Hard 2	1990
0.2989	Die Hard: With a Vengeance	1995
9.9176	Die Päpstin	2009
3.2333	Die unendliche Geschichte	1984
6.3618	Digimon: The Movie	2000
1.4248	Dinner for Schmucks	2010
0.1991	Dinosaur	2000
0.1873	Dirty Dancing	1987
7.9686	Dirty Dancing: Havana Nights	2004
4.8104	Dirty Pretty Things	2002
12.2114	Dirty Work	1998
4.7351	Disaster Movie	2008
1.856	Disclosure	1994
0.8545	District 9	2009
1.0216	Disturbia	2007
6.5114	Disturbing Behavior	1998
0.7826	Divine Secrets of the Ya-Ya Sisterhood	2002
4.9999	Djöflaeyjan	1996
0.1579	Dnevnoy dozor	2006
8.0265	Doblba!	2005
2.1142	Dobol Trobol: Lets Get Redi 2 Rambol!	2008
12.6054	Doc Hollywood	1991
0.2219	Doctor Dolittle	1998
4.9304	Doctor Zhivago	1965
0.4329	Dodgeball: A True Underdog Story	2004
8.3558	Dog Day Afternoon	1975
1.7126	Dogma	1999
7.5502	Dogville	2003
0.9537	Dolphin Tale	2011
13.0208	Dolphins	2000
2.8518	Dolphins and Whales 3D: Tribes of the Ocean	2008
1.5898	Domestic Disturbance	2001
4.387	Domino	2005
6.3532	Don Juan DeMarco	1994
3.4885	Don't Be Afraid of the Dark	2010
0.9249	Don't Say a Word	2001
1.4128	Donnie Brasco	1997
3.8845	Doom	2005
8.6939	Doomsday	2008
3.8753	Doraemon: Nobita to midori no kyojinden	2008
7.6018	Double Impact	1991
0.3174	Double Jeopardy	1999
1.6611	Double Take	2001
4.077	Double Team	1997
3.1699	Doug's 1st Movie	1999
13.3142	Down Periscope	1996
1.0367	Down and Out in Beverly Hills	1986
1.0597	Down to Earth	2001
4.4844	Down to You	2000
4.2053	Down with Love	2003
5.1644	Dr T and the Women	2000
0.4333	Dr. Dolittle 2	2001
6.6427	Dr. No	1962
0.9992	Dr. Seuss' The Cat in the Hat	2003
13.5028	Dracula	1979
1.8752	Dracula	1992
2.7657	Dracula 2000	2000
1.7796	Drag Me to Hell	2009
11.4127	Dragnet	1987
1.7889	DragonHeart	1996
2.7463	Dragonball Evolution	2009
3.2148	Dragonfly	2002
5.2368	Dream House	2011
1.8588	Dreamcatcher	2003
2.9644	Dreamer: Inspired by a True Story	2005
0.8164	Dreamgirls	2006
2.3945	Drillbit Taylor	2008
1.6008	Drive	2011
7.7853	Drive Angry	2011
3.1067	Drive Me Crazy	1999
2.5895	Driven	2001
2.8605	Driving Miss Daisy	1989
11.4928	Drop Dead Gorgeous	1999
13.3106	Drop Zone	1994
9.2348	Drowning Mona	2000
0.9748	Drumline	2002
8.0302	Du Lala sheng zhi ji	2010
10.0	Du zhan	2012
1.1961	Dude, Where's My Car?	2000
8.5782	Dudley Do-Right	1999
0.7126	Due Date	2010
11.9048	Dukhless. Konets glamura	2012
1.5803	Dumb & Dumber	1994
3.9416	Dumb and Dumberer: When Harry Met Lloyd	2003
13.6413	Dune	1984
3.863	Dungeons & Dragons	2000
6.6602	Duplex	2003
2.3302	Duplicity	2009
10.875	Décalage horaire	2002
5.9583	Días de fútbol	2003
0.071	E.T.: The Extra-Terrestrial	1982
0.6073	Eagle Eye	2008
2.0822	Earth	2007
8.1599	Earthquake	1974
3.3521	East Is East	1999
6.9119	Eastern Promises	2007
1.3801	Easy A	2010
3.9088	Easy Money	1983
12.5786	Easy Rider	1969
0.3599	Eat Pray Love	2010
3.1803	Eddie	1996
13.2794	Eddie Murphy Raw	1987
2.2313	Edge of Darkness	2010
3.6635	Edtv	1999
4.0897	Educating Rita	1983
